Rank (PTS),Image URL,ESPN URL,Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO
461,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/25.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4684627/chris-bell,Chris Bell,CAL,F,27,27.8,13.7,4.2,9.4,44.5,2,5.2,39,3.3,3.9,85.7,2.7,0.7,0.4,0.6,1.3
461,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4895783/nolan-winter,Nolan Winter,WIS,F,27,31.4,13.7,5.1,8.9,57.7,1,3.1,32.5,2.4,3.3,74.2,8.8,1.6,0.5,1.2,0.9
461,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2348.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313667/dj-dudley,DJ Dudley,LT,G,27,30.9,13.7,5,11.6,42.7,1.7,4.6,38.2,2.1,3.1,66.7,3,1.9,0.9,0.1,2.4
464,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2011.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5242807/micah-simpson,Micah Simpson,ALST,G,28,32.5,13.7,4.6,13.1,35.5,2.3,6.8,33.9,2.1,2.8,75.9,3.6,3.6,1.4,0.2,2.7
465,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/84.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4837238/tucker-devries,Tucker DeVries,IU,F,27,33.6,13.7,4.5,11.2,39.9,2.7,7.8,34.3,2.1,2.4,84.8,5.2,3.2,1,0.5,1.5
465,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/302.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176386/connor-sevilla,Connor Sevilla,UCD,G,27,31,13.7,4,9.2,43.1,2.3,5.5,42.6,3.4,3.9,89.4,1.7,0.8,0.8,0,1.4
467,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2226.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4683761/kanaan-carlyle,Kanaan Carlyle,FAU,G,23,30.6,13.7,4.5,11,41.1,2,6.1,31.9,2.7,3,88.6,3.6,3.1,1,0.1,2.5
467,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2400.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314775/daniel-mayfield,Daniel Mayfield,MVSU,F,23,30.3,13.7,5.3,12.3,43.1,0.7,2.1,32.7,2.4,2.9,82.1,6.4,1.4,1,0.8,2.1
469,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/282.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5115354/ian-scott,Ian Scott,INST,F,29,30.1,13.7,5.2,8.2,63.7,0.6,1.5,38.6,2.7,3.8,70.9,6.7,2.5,1.2,0.9,2
469,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2571.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177051/damon-wilkinson,Damon Wilkinson,SDST,C,29,23.8,13.7,5.1,8.6,59.6,0,0,0,3.4,4.7,72.8,6.5,1.3,0.4,0.9,1.5
471,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2351.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5037874/jalen-shelley,Jalen Shelley,LMU,F,25,31.1,13.7,4.7,10.3,45.7,1,3.5,28.7,3.2,4.6,70.4,6.6,2.7,0.7,0.6,2.3
471,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2287.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176354/chase-walker,Chase Walker,ILST,F,25,23.2,13.7,4.9,9.2,52.8,0.2,0.9,26.1,3.7,5,73,5.4,2.1,1,0.5,2.4
473,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2199.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4592404/addison-patterson,Addison Patterson,EMU,F,28,29.6,13.7,5.7,10.1,56.3,0.7,2.3,29.7,1.6,2.1,73.3,5.3,2.6,1.2,0.3,2.3
473,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/326.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5240685/mark-drone,Mark Drone,TXST,G,28,30,13.7,5.1,11.6,43.6,0.9,3.2,28.9,2.6,3.2,82,3.4,3,1,0.1,2.7
475,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2305.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105643/tre-white,Tre White,KU,G,27,31.7,13.7,4.1,9,46.3,1.5,3.7,40.4,3.9,4.5,86.1,6.7,1.9,0.7,0.4,1.9
475,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2349.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5240686/austin-green,Austin Green,UML,F,24,27.3,13.7,5,8.5,58,0,0,0,3.8,6.3,59.6,7.8,1.1,0.5,0.5,1.4
475,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2046.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5312885/zyree-collins,Zyree Collins,APSU,PG,27,28.5,13.7,4.6,10.4,44,1.1,3.3,33.7,3.4,4.6,73.4,2.9,4.1,2.3,0,2.5
478,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2099.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175788/bryan-ndjonga,Bryan Ndjonga,CAN,F,29,32.6,13.7,4.8,11.4,42,1.1,3.4,33,2.9,3.9,75.2,5.7,1.8,0.6,0.7,2.3
479,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2428.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5242551/khouri-carvey,Khouri Carvey,NCCU,F,22,26.1,13.6,5.5,9.5,57.4,0.1,0.5,25,2.6,4.7,55.3,6.3,1.5,1.1,1,1.8
480,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2393.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4610140/kamari-lands,Kamari Lands,MTSU,G,27,30.1,13.6,4.7,11.4,40.8,2.1,6.2,33.9,2.2,2.9,76.6,3.9,2.2,1,0.4,1.3
480,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4684799/ven-allen-lubin,Ven-Allen Lubin,NCSU,F,27,27.6,13.6,5.4,7.9,68.9,0.1,0.4,27.3,2.7,3.9,70.2,7,1,0.5,0.9,0.9
482,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2908.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5183294/carmelo-adkins,Carmelo Adkins,UPST,G,29,29.4,13.6,4.3,10.8,39.9,2,5.8,34.1,3,3.8,80,4.8,1.4,0.9,0.1,1.9
482,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2130.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313922/cj-ray,CJ Ray,CHST,F,29,31,13.6,5,12,41.8,1.4,3.7,37.4,2.2,2.5,86.3,4.8,1.2,0.9,0.1,1.2
484,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/70.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176318/kolton-mitchell,Kolton Mitchell,IDHO,G,28,30.4,13.6,4.1,10.6,38.4,2.3,6.2,36.4,3.2,4.1,78.9,3,4,1.3,0.1,1.8
485,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/108.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5241728/tey-barbour,Tey Barbour,HARV,G,25,33.4,13.6,4.2,8.8,47.7,2.6,6.4,40.6,2.6,3.1,83.3,5.1,1.4,0.6,0.3,1.1
486,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2509.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105853/fletcher-loyer,Fletcher Loyer,PUR,G,27,28.3,13.6,4,9.3,42.9,2.6,6.4,40.2,3,3.4,89,2.3,1.8,0.6,0,1.1
486,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2305.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177301/melvin-council-jr,Melvin Council Jr.,KU,G,27,34.7,13.6,5.2,12.8,40.6,1.2,3.6,34.4,2,2.6,77.1,4.8,5.1,1,0.3,1.7
488,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/279.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4683947/tj-wainwright,TJ Wainwright,PAC,G,30,31.8,13.6,4.6,10.5,43.4,2.2,5.6,40.1,2.2,2.4,93,3.9,1.4,0.7,0,1.5
489,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105809/tarris-reed-jr,Tarris Reed Jr.,CONN,C,23,25.6,13.6,5.6,8.7,64.5,0,0.1,0,2.3,4.3,54.5,7.6,2.3,1,2,1.9
490,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/292.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176333/koree-cotton,Koree Cotton,RGV,G,28,26,13.5,4.5,9.5,47.2,1.5,3.8,41,3.1,3.9,78.2,4.8,2.4,1,1.1,2.1
491,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2447.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313592/jalik-dunkley,Jalik Dunkley,NICH,G,25,28.8,13.5,5.1,8.8,57.5,0.5,1.3,36.4,2.9,5.5,52.2,7,1.1,1,0.7,1.8
492,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/130.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4873153/morez-johnson-jr,Morez Johnson Jr.,MICH,F,27,24.3,13.5,5.1,7.8,66.2,0.2,0.6,37.5,3,3.8,79.4,7.3,1.2,0.8,1.2,1.3
493,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/44.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314444/madden-collins,Madden Collins,AMER,G,29,22.3,13.5,5.3,10.4,50.7,0.7,3,22.1,2.3,3.3,69.8,5,2,1.3,0.5,1.5
494,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2172.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314638/zane-nelson,Zane Nelson,DEN,G,28,24.8,13.5,4.3,10,43.1,1.9,4.5,42.9,2.9,3.7,78.8,3.8,2.5,1,0.1,1.6
495,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2382.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4917161/armani-mighty,Armani Mighty,MER,C,29,30.8,13.5,5.3,8,66.4,0,0,0,2.9,5.1,55.7,10.5,1.1,0.7,1.8,1.6
496,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/12.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4432737/jaden-bradley,Jaden Bradley,ARIZ,G,27,29.9,13.5,4.5,9.4,47.6,0.6,1.6,37.2,3.9,5,77.9,3.5,4.6,1.7,0,1.7
497,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2097.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5240935/dovydas-butka,Dovydas Butka,CAM,F,25,33.4,13.5,5.1,10.6,48.5,0.2,1.1,17.9,3,5.5,55.5,8.8,2.4,1.5,0.1,2.2
497,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2750.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314630/michael-cooper,Michael Cooper,WRST,G,25,26.5,13.5,4.8,11,43.8,1.6,4.5,34.5,2.2,2.8,81.2,2.8,2.2,0.6,0.3,1.3
499,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2737.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105885/kareem-rozier,Kareem Rozier,WIN,G,28,29.2,13.5,4.4,11.2,39.5,2.9,7.6,38.7,1.7,2.2,77,2.2,3.3,1.4,0,0.9
500,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/111.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175016/william-kermoury,William Kermoury,NE,G,24,26.8,13.5,4.7,10.2,45.7,2.9,6.9,41.6,1.3,1.8,71.4,3,2.3,1,0,1.4
